"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"property","http://schema.org/fuelEfficiency",,"<p>The distance traveled per unit of fuel used; most commonly miles per gallon (mpg) or kilometers per liter (km/L).</p>

<ul>
<li>Note 1: There are unfortunately no standard unit codes for miles per gallon or kilometers per liter. Use <a class=""localLink"" href=""http://schema.org/unitText"">unitText</a> to indicate the unit of measurement, e.g. mpg or km/L.</li>
<li>Note 2: There are two ways of indicating the fuel consumption, <a class=""localLink"" href=""http://schema.org/fuelConsumption"">fuelConsumption</a> (e.g. 8 liters per 100 km) and <a class=""localLink"" href=""http://schema.org/fuelEfficiency"">fuelEfficiency</a> (e.g. 30 miles per gallon). They are reciprocal.</li>
<li>Note 3: Often, the absolute value is useful only when related to driving speed (""at 80 km/h"") or usage pattern (""city traffic""). You can use <a class=""localLink"" href=""http://schema.org/valueReference"">valueReference</a> to link the value for the fuel economy to another value.</li>
</ul>
",,
"property","http://schema.org/fuelType",,"The type of fuel suitable for the engine or engines of the vehicle. If the vehicle has only one engine, this property can be attached directly to the vehicle.",,
"property","http://schema.org/funder",,"A person or organization that supports (sponsors) something through some kind of financial contribution.",,
"property","http://schema.org/game",,"Video game which is played on this server.",,
"property","http://schema.org/gameItem",,"An item is an object within the game world that can be collected by a player or, occasionally, a non-player character.",,
"property","http://schema.org/gameLocation",,"Real or fictional location of the game (or part of game).",,
"property","http://schema.org/gamePlatform",,"The electronic systems used to play <a href=""http://en.wikipedia.org/wiki/Category:Video_game_platforms"">video games</a>.",,
"property","http://schema.org/gameServer",,"The server on which  it is possible to play the game.",,
"property","http://schema.org/gameTip",,"Links to tips, tactics, etc.",,
"property","http://schema.org/gender",,"Gender of the person. While http://schema.org/Male and http://schema.org/Female may be used, text strings are also acceptable for people who do not identify as a binary gender.","性别","人的性别"
"property","http://schema.org/genre",,"Genre of the creative work, broadcast channel or group.","流派","作品的流派,风格"
"property","http://schema.org/geo",,"The geo coordinates of the place.","地理坐标","地点的地理坐标"
"property","http://schema.org/geoMidpoint",,"Indicates the GeoCoordinates at the centre of a GeoShape e.g. GeoCircle.",,
"property","http://schema.org/geoRadius",,"Indicates the approximate radius of a GeoCircle (metres unless indicated otherwise via Distance notation).",,
"property","http://schema.org/geographicArea",,"The geographic area associated with the audience.",,
"property","http://schema.org/givenName",,"Given name. In the U.S., the first name of a Person. This can be used along with familyName instead of the name property.","名","人的名，同姓（familyName）一起使用，可以替代 Name "
"property","http://schema.org/globalLocationNumber",,"The <a href=""http://www.gs1.org/gln"">Global Location Number</a> (GLN, sometimes also referred to as International Location Number or ILN) of the respective organization, person, or place. The GLN is a 13-digit number used to identify parties and physical locations.","全球位置码","全球位置编码"
"property","http://schema.org/grantee",,"The person, organization, contact point, or audience that has been granted this permission.",,
"property","http://schema.org/greater",,"This ordering relation for qualitative values indicates that the subject is greater than the object.","大于","大于"
"property","http://schema.org/greaterOrEqual",,"This ordering relation for qualitative values indicates that the subject is greater than or equal to the object.","大于等于","大于等于"
"property","http://schema.org/gtin12",,"The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-12.aspx"">GTIN-12</a> code of the product, or the product to which the offer refers. The GTIN-12 is the 12-digit GS1 Identification Key composed of a U.P.C. Company Prefix, Item Reference, and Check Digit used to identify trade items. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.",,
"property","http://schema.org/gtin13",,"The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-13.aspx"">GTIN-13</a> code of the product, or the product to which the offer refers. This is equivalent to 13-digit ISBN codes and EAN UCC-13. Former 12-digit UPC codes can be converted into a GTIN-13 code by simply adding a preceeding zero. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.",,
"property","http://schema.org/gtin14",,"The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-14.aspx"">GTIN-14</a> code of the product, or the product to which the offer refers. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.",,
"property","http://schema.org/gtin8",,"The <a href=""http://apps.gs1.org/GDD/glossary/Pages/GTIN-8.aspx"">GTIN-8</a> code of the product, or the product to which the offer refers. This code is also known as EAN/UCC-8 or 8-digit EAN. See <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GS1 GTIN Summary</a> for more details.",,
"property","http://schema.org/hasCourseInstance",,"An offering of the course at a specific time and place or through specific media or mode of study or to a specific section of students.",,
"property","http://schema.org/hasDeliveryMethod",,"Method used for delivery or shipping.",,
"property","http://schema.org/hasDigitalDocumentPermission",,"A permission related to the access to this document (e.g. permission to read or write an electronic document). For a public document, specify a grantee with an Audience with audienceType equal to ""public"".",,
"property","http://schema.org/hasMap",,"A URL to a map of the place.",,
"property","http://schema.org/hasMenu",,"Either the actual menu as a structured representation, as text, or a URL of the menu.",,
"property","http://schema.org/hasMenuItem",,"A food or drink item contained in a menu or menu section.",,
